Metric,CNE100004ZD8,US00108J1097,US0079031078,TW0003438008,CNE100003MM9,TW0003437000,TW0008261009,JP3122400009,DE000A0WMPJ6,KYG022421088,TW0003041000,CNE100001ZN3,US01749D1054,BMG6331P1041,GB00BNDRMJ14,KYG037AX1015,US0316521006,CNE100003LZ3,TW0002493004,AT0000A18XM4,US0323325045,US0326541051,TW0006291008,TW0006533003,TW0006138001,JP3105280006,TW0006531007,TW0008271008,TW0006449002,US0382221051,TW0003264008,NO0010946593,US04302A1043,TW0003711008,TW0003169009,NL0000334118,TW0005269005,NL0010273215,KYG0535Q1331,TW0005274005,US04965B1008,KR7017900002,US0545402085,JP3108080007,US00246W1036,NL0012866412,TW0003031001,US11135F1012,CNE100001XM0,DE000A1TNMM9,US1572101053,TW0003257002,TW0008070004,TW0006548001,TW0001597003,CNE100003S06,TW0008084005,TW0006147002,TW0008150004,US1727551004,GB0001602944,US19247G1076,US1925761066,KYG234201138,TW0002466000,MYL7204OO000,JP3487600003,CNE000000X87,TW0003094009,KR7000990002,US2545431015,JP3548600000,CNE100001RT7,TW0003048005,TW0002458007,TW0003450003,TW0003006003,DE0005677108,TW0003529004,TW0003714002,US29362U1043,KR7039030002,TW0003016002,TW0005351001,KR7084370006,TW0002393006,TW0006288004,TW0003035002,TW0004961008,TW0003545000,US3463751087,TW0008131004,TW0003532008,TW0003413001,CNE100004PM0,KYG3790U1040,TW0004952007,CNE1000030S9,TW0008081001,TW0003443008,TW0006488000,KYG393871085,TW0003188009,TW0002441003,CNE000000YF5,US36241U1060,JP3771800004,CNE100002Q09,CNE100004314,CNE000001DN1,KR7042700005,TW0006168008,DE000HAG0005,TW0006202005,CNE100002V10,HK0000218211,TW0002486008,TW0008040007,US4532041096,MYQ0166OO007,CH0011029946,DE0006231004,CNE100001377,US4581401001,US45817G2012,JP3152720003,US4611471008,US44980X1090,GB0009619924,TW0003014007,JP3735300000,JP3389680004,CNE000001F05,CNE000000N97,TW0005285001,CNE0000017L3,TW0006552003,TW0002375003,JP3281610000,TW0002449006,US4824801009,US5012421013,US5128071082,JP3979200007,TW0003346003,US5184151042,TW0003588000,KR7058470006,TW0002472008,TW0002369006,TW0004979000,US55405Y1001,TW0002337003,US55933J2033,MYL3867OO008,US5738741041,US57776J1007,CNE100003QK4,TW0003527008,TW0002454006,JP3920860008,BE0165385973,US5950171042,US5951121038,JP3750400008,JP3910570005,TW0002464005,US55306N1046,CNE100001X19,US6098391054,CNE100003MN7,TW0002434008,DE0006627201,SE0000375115,US63010N1054,TW0002408002,CNE1000040F5,CNE100000ML7,US64118P1093,TW0003317004,JP3686200001,JP3725200004,JP3701200002,NO0003055501,IL0010845571,TW0003034005,TW0004919006,US6294452064,US67066G1040,NL0009538784,JP3193600008,US6821891057,US6833441057,TW0002329000,JP3200400004,DE000LED4000,US68989M2026,TW0002481009,US7013543001,US71360T2006,TW0008299009,US7194051022,CNE100005998,US72581M3051,US7392761034,TW0006770001,TW0006239007,TW0006173008,DE0007461006,US74736K1016,US7475251036,US74837P4054,US7509171069,TW0002379005,TW0002302007,JP3164720009,US7631651079,TW0004968003,TW0008104001,ES0105225009,CNE100003RK2,JP3982800009,JP3982200002,JP3976200000,JP3975410006,JP3322950001,CNE000000KB3,JP3329600005,DE0005156236,TW0003583001,JP3494600004,TW0002351004,JP3418400002,US8168501018,CH0406705126,KR7046890000,US8173232070,CNE100002NT4,CNE000000XB6,CNE100000510,CNE100002G84,CNE100000Q50,JP3355000005,JP3371600002,JP3375800004,KYG811801045,TW0006257009,TW0002363009,US8269191024,US82706C1080,TW0003530002,TW0003288007,DE000WAF3001,TW0005483002,US82982T1060,TW0008016007,KR7000660001,JP3162640001,US83089J1088,US83088M1027,KYG8232Y1017,KYG8020E1199,DE0005178008,FR0013227113,TW0005471007,TW0003055000,CNE100003RN6,NL0000226223,DE000A1K0235,JP3322930003,TW0002401007,CNE000001P60,US87157D1090,TW0001582005,TW0002338001,TW0006278005,TW0002340007,JP3468000009,TW0004967005,IT0005482333,US8807701029,TW0003030003,US8825081040,CNE100000825,KR7064760002,JP3571400005,JP3571800006,JP3580200008,TW0006271000,CNE1000006C3,TW0008021007,JP3637280003,JP3555700008,IL0010823792,TW0002451002,TW0002330008,TW0002426004,CH0033361673,US90385V1070,JP3126190002,TW0002303005,TW0008277005,CNE000001M14,KR7077500007,MYL5005OO003,US91347P1057,JP3829900004,TW0005347009,US9224171002,CNE100004413,TW0002388006,TW0006789001,US9282981086,US92835K1034,TW0002455003,TW0006182009,TW0008110008,TW0002436003,CNE100002XM8,TW0003105003,TW0002344009,JP3154370005,US9778521024,KR7030530000,KR7240810002,BE0974310428,JP3990600003,CNE100001R90,CNE100001DJ8,US29355A1079,US3364331070,US88160R1014,CNE100000296,US50202M1027,US62914V1061,US3453708600,US98422D1054,US7311052010,CNE100005K77,CNE100001TJ4,US5494981039,TH3545010003,INE260D01016,US0395872098,US54405Q2093,US3073597037,CA35954F1080,SGXZ55111462
Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Exposure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.0,0.0,0.5,0.75,0.25,0.25,0.25,0.25,0.25,1.59883236875,0.0,0.0,0.0,0.0,0.0,0.0
Ecological Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy Management,1.4448038577,0.0,2.4468154908,0.0,1.3701783657,0.8446761846,1.434469986,2.5619104386,2.0386492251,2.0883512018999997,0.0,0.0,0.9362325668999999,0.0,1.8245914935,0.0,1.3023572445,1.9574040413999998,0.0,1.736394453,0.0,2.0594833374,0.0,0.0,1.73168478,0.0,1.5714782238,2.4274097441999998,0.0,2.2297881603,1.0015665294,0.0,0.0,1.5333486557999998,1.3572890282999999,2.5635569571,1.2289187906999999,2.66059227,1.6378920077999999,1.4517568587,0.0,0.0,1.7757561207,0.0,0.0,2.3088106155,0.4393539549,1.9426135538999998,0.0,0.0,0.0,0.0,0.0,1.0957850217,0.8073861836999999,1.1422910927999999,0.0,0.6818422794,0.4964723469,2.6661738396,1.6388195514,1.7899578093,1.9855527879,1.2550374984000001,0.7663290737999999,0.9441106797,0.0,0.8515716074999999,0.9070121525999999,0.5725729106999999,1.2582245348999999,2.1583787442,1.9281449319,2.1095264913,1.3547490119999999,0.403725171,1.356516981,1.3903129577999997,1.0879274367,0.5541839004,0.9245756148,1.4448105812999998,0.0,1.0557487248,0.9228189468,1.0190739156,1.3991528034,1.9686990737999999,2.300169468,2.0326774119,1.550340414,0.6792725085,0.4880817534,1.0182461499,0.0,0.4018140078,1.1644854069,1.1865602733,1.4692228316999998,1.1855463981,1.3965625763999998,1.1180595876,0.0,0.593126607,1.2116509437,0.0,1.7263360977,0.0,0.2653280676,0.0,0.0,1.0287323711999998,2.4622329710999997,1.3251720429,0.1082167983,0.7959555387,0.0,0.0,2.5247391701999997,0.8458194495,2.0781184674,1.1136084081,0.0,2.0924931048,0.0,0.0,0.0,1.3849375248,1.0173633099,1.9679413319999999,0.0,2.3490467547,0.7260251283,0.0,1.8562201023,0.0,0.0,0.0,1.0150164125999999,0.4497016311,2.1938273906999997,2.0267749785,2.3380352496,0.0,1.3640004159,2.3643537999,0.0,0.0,0.5477625132,0.514404738,1.1011367082,1.6242782592,0.5687450409,0.2192553699,1.3386119844,2.4673416138,0.0,0.9665825844,1.2144211293,1.4486569403999998,2.0499857427,1.8381374358,1.4251962662999997,1.0827914715,1.1019448758,0.0,1.4774705886,1.8012760161,0.0,2.2458532332,2.0404984473,0.0,0.0,2.1911802291,0.0,0.7823823453,0.5472722769,0.0,0.0,1.4680104732,1.4176533221999998,0.0,0.38060513729999995,2.7094262124,1.0723545312,1.4807852268000001,1.0110658407,0.0,2.2713971616,1.9918373108999998,0.0,0.8347658874,0.0,0.9168421269,0.0,1.7425340652,0.0,0.9157962084,0.0,0.0,1.3835539340999998,0.0,1.6490841867000001,0.0,1.8637334346,0.6370523931,0.7439744712,0.5814241646999999,2.0593285559999996,1.4561259269999998,2.3750099658,0.0,1.9209134102999998,1.1713736058,0.0,1.2459704877,0.0,1.3975463391,0.0,0.0,0.0,1.5101205825,0.8265415191,2.4593350409999997,1.4645400525,0.0,0.0,1.2661707402,0.0,0.9216783999,2.2133939264999998,1.12861197,0.0,2.236345911,2.0684866905,0.0,0.0,1.7243328092999999,1.8250525476,1.7762659550999997,0.0,0.0,1.2781698705,0.7562110661999999,1.5380667686999998,0.0,0.9766118289,0.2760669708,2.212737894,0.0,0.0,0.0,1.5883076189999998,0.605680275,0.0,1.8647748470999999,1.4837360859,0.0,0.0,1.5523820400000001,1.7676469803,0.7781189202,0.0,1.4659840107,1.461020136,1.0019914626,0.0,1.9290447234,2.2666203975,0.7464064122,0.0,0.0,2.1450751305,1.6744338512999999,1.2383432865,1.0287008999999998,0.8033846856,1.1276721954,1.5113077641,1.2526104927000001,1.2041728019999998,0.0,1.5627302169,0.0,0.0,2.4562600136999997,1.833561945,0.0,0.9969957590999999,0.0,0.7286910294000001,0.5171389461,1.3500572205,0.0,1.9149298668,1.3341673851,0.56293509,2.034179592,0.0,1.1326993704,1.0280560971,0.0,1.6270035266999998,0.0,0.8133438348,1.9645611762,0.0,0.5379827855999999,1.9312035083999999,2.126457882,1.4407771109999998,1.7499000549000001,0.0,0.0,0.0,0.632871294,0.48295615919999996,0.0,1.8510221958,0.7580700158999999,1.1675293206,0.0,0.7566342831,0.0,1.2698667525,1.9764395714999998,1.3901487351000001,1.4997220515,1.5177928449,2.3836419581999997,1.5466961862,,,,,,,,,,,,,,,,,
Environmental Supply Chain Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHG Emissions Management,0.0,0.0,0.76712380407,0.04451147883,0.04451147883,0.20357680564,0.35154426814,1.24993782043,1.11861696245,0.38666934007000003,0.04451147883,0.0,0.34626960758,0.04451147883,0.24041213391,0.0,0.43560071945000006,0.04451147883,0.0,1.14524736404,0.0,0.76508610724,0.04451147883,0.04451147883,0.04451147883,0.0,0.36964624645,0.34062530762,0.04451147883,0.8755671882100001,0.8637275076300001,0.0,0.0,1.1734045505000001,0.04451147883,1.24853563315,0.35706638811999997,1.08842741007,0.73137428767,1.28425570494,0.0,0.0,0.6441674709599999,0.0,0.0,0.9309780741300001,0.0,0.89147172452,0.04451147883,0.0,0.0,0.04451147883,0.51964158064,0.24733656532,0.15281077383,0.04451147883,0.04451147883,0.24018522385000002,0.8713637257000001,0.5092977523400001,0.2752349639,0.80418748384,0.30110845089000005,0.24058929803999998,0.04451147883,0.3602046656,0.34470488546,0.04451147883,0.45921558137,0.04451147883,0.04451147883,0.87707004541,0.34893336061999997,0.0,1.24585461611,0.20407034518,0.5191718911600001,0.24782561063,0.36568946843,0.63097302437,0.18021623737,0.32033499953,0.04451147883,0.3366124606,0.30171662326,0.29710387941,0.28223548652,0.9210782718800001,0.04451147883,0.29297381165,0.32883800742,0.8707492303900001,1.17749048235,0.5082989883400001,0.0,0.30878957993,0.33431936980000004,0.77324613093,0.3678624248,1.2747119045700002,0.85522803301,0.5821684741600001,0.0,0.28089553596,0.04451147883,0.0,0.8581049347,0.0,0.25393605107,0.04451147883,0.04451147883,0.7358571338300001,0.3105321479,0.3453799128,0.04451147883,0.24596163748000002,0.0,0.04451147883,0.27053955799,1.0663777351500001,0.25482952716,0.5945576858,0.0,1.07720879552,0.0,0.04451147883,0.0,0.45168961045000006,0.22819924946,0.32957759614,0.0,0.34388520712,0.65104866502,0.04451147883,0.04451147883,0.06800301014,0.04451147883,0.0,0.22974737409,0.9626767445100001,1.0812362098200001,0.35748763323,1.15033193587,0.04451147883,0.37431865458,0.2582503963,0.0,0.0,0.31056227449,0.62216193195,0.33816013569000003,0.21860601308,0.63681943897,0.0,0.38857903006,1.07971810336,0.04451147883,0.04451147883,0.33547143227000004,1.26836114886,0.0,0.32120445487000004,0.82379585262,0.62053869241,0.25298557635,0.04451147883,0.09398421045,1.0227235889,0.0,0.31195457462,0.38485427617,0.04451147883,0.0,0.9319727469,0.0,1.02385500906,0.04451147883,0.04451147883,0.0,0.33409543518,0.04451147883,0.04451147883,0.20275250918,1.3,0.18858748792000002,0.9371174478900001,0.75329576972,0.0,0.75837507252,0.70010321615,0.04451147883,0.91254333976,0.0,0.35507493502000004,0.04451147883,0.91513695234,0.0,0.88461036677,0.0,0.0,0.9398282813400001,0.0,0.21643968944,0.0,0.0,0.34970220805,0.94281942846,0.23467923635000001,0.21511853701000003,0.35314373497,1.22483693124,0.0,0.20476420159,1.27479434966,0.04451147883,1.1127124023600001,0.0,0.35319360492,0.04451147883,0.04451147883,0.0,1.0006450272,0.6457041120400001,1.27348217009,0.79741303447,0.04451147883,0.04451147883,0.28223278993,0.04451147883,0.66646646495,1.0106226253500001,0.26529087065,0.0,0.23827533249000002,0.28384403462999996,0.04451147883,0.0,0.04451147883,0.0,0.37163230663,0.0,0.0,0.31292011257,0.70867893694,0.8809208536700001,0.04451147883,0.32327478885,0.04451147883,0.29129912136,0.04451147883,0.04451147883,0.0,1.1917523766200002,0.24754103543,0.0,0.36470734833,0.65593412872,0.04451147883,0.0,0.25968416695,0.68658989906,0.15119450814000002,0.0,1.2089136124,0.38943627359,0.38943627359,0.04451147883,1.00449540139,0.28073885918,0.9559951544,0.04451147883,0.04451147883,0.38346941477,0.36834466695,0.33883779761,0.33981040236000004,0.21646967654,1.06249239928,0.37235072615000003,0.27388565308,0.72045929436,0.04451147883,0.30864179853,0.04451147883,0.0,1.23324584006,0.8528774785700001,0.04451147883,0.48427227264,0.04451147883,0.29018493413,0.07336966988,1.05717698099,0.0,0.37237645146000004,0.76330163481,0.16294724940000002,0.76579990864,0.0,0.66890417581,0.97867810729,0.04451147883,0.04451147883,0.0,0.9488020945,0.32575694567,0.0,0.87879872795,0.2934440899,0.37250439642,0.8226211022900001,0.7648924541700001,0.0,0.0,0.04451147883,0.36518264770000003,0.25078748344,0.04451147883,0.36016555068,0.9126665115100001,1.0839344596600002,0.0,0.5832951831200001,0.0,0.28217954154,0.36589886671000005,0.31016783954,0.3948419475,0.0,1.3,1.1454831696099999,1.7124938965,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,0.565583229,0.4968851805,0.0,0.0,0.0,0.0,0.0
Sustainable Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sustainable Product,0.0,0.0,0.48,0.0,0.48,0.0,0.24,0.24,0.24,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.24,0.0,0.0,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.0,0.0,0.0,0.48,0.0,0.24,0.24,0.48,0.24,0.24,0.0,0.0,0.24,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.24,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.48,0.0,0.0,0.24,0.0,0.24,0.24,0.24,0.48,0.0,0.0,0.24,0.0,0.0,0.24,0.48,0.48,0.24,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.24,0.24,0.0,0.24,0.24,0.24,0.0,0.24,0.0,0.0,0.0,0.24,0.0,0.24,0.0,0.48,0.0,0.24,0.0,0.0,0.0,0.24,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.48,0.0,0.0,0.48,0.48,0.0,0.0,0.0,0.48,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.48,0.0,0.24,0.0,0.0,0.0,0.24,0.48,0.24,0.0,0.48,0.0,0.0,0.48,0.0,0.0,0.48,0.24,0.24,0.24,0.24,0.0,0.24,0.0,0.0,0.48,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.24,0.48,0.0,0.0,0.48,0.0,0.48,0.0,0.48,0.0,0.0,0.0,0.48,0.0,0.48,0.0,0.24,0.0,0.0,0.24,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.24,0.0,0.48,0.48,0.0,0.0,0.0,0.24,0.24,0.0,0.0,0.0,0.24,0.0,0.0,0.24,0.48,0.0,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.24,0.48,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.24,0.24,0.0,0.24,0.0,0.0,0.48,0.0,0.24,0.48,0.0,0.48,0.24,0.24,0.0,0.24,0.48,0.0,0.0,0.0,0.48,0.24,0.0,0.0,0.0,0.0,0.48,0.0,0.48,0.24,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.48,0.0,0.48,0.0,0.0,0.24,0.0,0.24,0.24,0.0,0.0,2.90311651245,1.44022355085,2.90311651245,2.90311651245,2.3715576170999997,2.38296608935,0.0,2.38296608935,0.5794143796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
