ISIN,Industry,ESG SCORE,ENVIRONMENTAL SCORE,SOCIAL SCORE,GOVERNANCE SCORE,ESG Score Range,Mean ESG,ESG Classification,E Classification,S Classification,G Classification
US81374A1051,Software and Tech Services,2.193671538471,0.0,0.75263414089,6.55960432068,2-3,2.7637523493868037,Leading,Below Median,Leading,Above Median
JP3346300001,Software and Tech Services,3.087356322803,3.1431326481799995,1.00558212021,5.09476209156,3-4,2.7637523493868037,Above Median,Above Median,Leading,Leading
US53261M2035,Software and Tech Services,1.9939517947709997,0.0,0.75263414089,5.893871841679999,1-2,2.7637523493868037,Leading,Below Median,Leading,Above Median
FR0011040500,Software and Tech Services,3.215598017895,3.32504723538,0.9696590778499999,5.31560466796,3-4,2.7637523493868037,Above Median,Above Median,Leading,Leading
KR7035420009,Software and Tech Services,3.685585161815,3.9179760360199998,0.85203121401,6.20928461068,3-4,2.7637523493868037,Above Median,Above Median,Leading,Above Median
FR0000071797,Software and Tech Services,4.230247150607,6.88235729216,1.4333832712499999,3.49096417456,4-5,2.7637523493868037,Above Median,Above Median,Leading,Below Median
TW0006689003,Software and Tech Services,5.957371283693,6.23137875596,6.14562035579,5.40377891524,5-6,2.7637523493868037,Above Median,Above Median,Above Median,Leading
DE0005419105,Software and Tech Services,3.7147740894099996,4.4144823457,1.4633799219,5.0332239152,3-4,2.7637523493868037,Above Median,Above Median,Leading,Leading
US12468P1049,Software and Tech Services,2.0067849018149997,0.0,0.50350936617,6.18577363988,2-3,2.7637523493868037,Leading,Below Median,Leading,Above Median
US91544A1097,Software and Tech Services,2.011941706707,0.0,0.75263414089,5.953838214799999,2-3,2.7637523493868037,Leading,Below Median,Leading,Above Median
JP3545130001,Software and Tech Services,3.0266796407829997,3.11528968786,0.27101714821,5.66419540392,3-4,2.7637523493868037,Above Median,Above Median,Below Median,Above Median
JP3539000004,Software and Tech Services,3.518663132359,4.51019368174,0.37203121401000006,5.3432543182,3-4,2.7637523493868037,Above Median,Above Median,Below Median,Leading
DE000A288904,Software and Tech Services,1.394406092343,0.0,0.59324342917,4.05477687864,1-2,2.7637523493868037,Below Median,Below Median,Leading,Below Median
CNE000001BB0,Software and Tech Services,2.8885099956989997,2.6219996263799996,1.11176890113,5.02059824936,2-3,2.7637523493868037,Above Median,Above Median,Leading,Leading
IT0005037210,Software and Tech Services,1.5466757603789998,0.0,0.75263414089,4.40295172704,1-2,2.7637523493868037,Leading,Below Median,Leading,Below Median
FR0012882389,Software and Tech Services,3.222487562943,3.05959823634,1.27260334225,5.3895575524399995,3-4,2.7637523493868037,Above Median,Above Median,Leading,Leading
CNE100001S32,Software and Tech Services,1.4776472138519998,0.0,0.0,4.925490712839999,1-2,2.7637523493868037,Below Median,Below Median,Below Median,Leading
INE356A01018,Software and Tech Services,4.443424354163,3.52764821516,4.37033633445,5.737547225879999,4-5,2.7637523493868037,Above Median,Above Median,Above Median,Above Median
JP3100700008,Software and Tech Services,1.8113226648510001,0.0,0.8536482066900001,5.184094009480001,1-2,2.7637523493868037,Leading,Below Median,Leading,Leading
US90114C1071,Software and Tech Services,4.442929197434999,6.3172829532599994,2.30804025385,4.07867979992,4-5,2.7637523493868037,Above Median,Above Median,Above Median,Below Median
JP3712500002,Software and Tech Services,1.7021075413109998,0.23386154886,0.75540870129,4.6064677046,1-2,2.7637523493868037,Leading,Below Median,Leading,Leading
BE0974371032,Software and Tech Services,2.7085777244080003,2.96853017782,0.89327736896,4.17727480864,2-3,2.7637523493868037,Above Median,Above Median,Leading,Below Median
JP3126330004,Software and Tech Services,3.344194166799,3.2195535183599997,1.48827030381,5.36630556104,3-4,2.7637523493868037,Above Median,Above Median,Leading,Leading
SE0015961222,Software and Tech Services,3.1023589983599997,0.0,4.4821522236,5.8590444376,3-4,2.7637523493868037,Above Median,Below Median,Above Median,Above Median
GB00BMTV7393,Software and Tech Services,3.651668102224,3.3057015941199994,1.7125299264,6.052094955519999,3-4,2.7637523493868037,Above Median,Above Median,Above Median,Above Median
US68287N1000,Software and Tech Services,2.308302027783,0.0,0.8495378464900001,6.84480224612,2-3,2.7637523493868037,Leading,Below Median,Leading,Above Median
SE0016101844,Software and Tech Services,3.4520761576909997,2.8397197723399996,1.00996875477,6.71065874108,3-4,2.7637523493868037,Above Median,Above Median,Leading,Above Median
US10921T1016,Software and Tech Services,2.371097436123,0.0,0.75263414089,7.15102397952,2-3,2.7637523493868037,Leading,Below Median,Leading,Above Median
JP3305560009,Software and Tech Services,1.5452000117549998,0.0,0.50267130093,4.64799540492,1-2,2.7637523493868037,Leading,Below Median,Leading,Leading
US7433121008,Software and Tech Services,5.416434958443,6.815237035679999,2.21651969609,6.75128078448,5-6,2.7637523493868037,Above Median,Above Median,Above Median,Above Median
JP3310250000,Software and Tech Services,1.947582141519,0.0,0.50267130093,5.9892691708,1-2,2.7637523493868037,Leading,Below Median,Leading,Above Median
CNE000000KJ6,Software and Tech Services,2.319971502507,1.7399999999999998,0.36580489844999997,5.04743344324,2-3,2.7637523493868037,Leading,Above Median,Below Median,Leading
US22207T1016,Software and Tech Services,2.0340550680869995,0.0,0.63414945309,6.146034107199999,2-3,2.7637523493868037,Leading,Below Median,Leading,Above Median
JP3284000001,Software and Tech Services,1.6733590438350001,0.0,0.42349611837,5.15436736108,1-2,2.7637523493868037,Leading,Below Median,Below Median,Leading
US94724R1086,Software and Tech Services,1.958294293491,0.0,0.75263414089,5.77501350408,1-2,2.7637523493868037,Leading,Below Median,Leading,Above Median
IT0001454435,Software and Tech Services,4.766578299329,5.316899976559999,2.88675826335,5.912636099,4-5,2.7637523493868037,Above Median,Above Median,Above Median,Above Median
SA0007879543,Software and Tech Services,3.2736629675849995,2.16125773404,3.2346699142700004,4.79586299896,3-4,2.7637523493868037,Above Median,Above Median,Above Median,Leading
JP3105010007,Software and Tech Services,2.8057504054109996,1.7399999999999998,1.2116572351300001,5.82084411624,2-3,2.7637523493868037,Above Median,Above Median,Leading,Above Median
CNE100000M47,Software and Tech Services,3.949410145174,4.3555017568,1.9066267787,5.45073802948,3-4,2.7637523493868037,Above Median,Above Median,Above Median,Leading
FI4000519228,Software and Tech Services,3.375570036963,3.44378899572,1.4054624528900002,5.25471900936,3-4,2.7637523493868037,Above Median,Above Median,Leading,Leading
FI4000519236,Software and Tech Services,2.879081064803,2.8516726588399997,0.46077238285,5.33393428804,2-3,2.7637523493868037,Above Median,Above Median,Below Median,Leading
US1263271058,Software and Tech Services,1.9889421436349999,0.0,0.50350936617,6.12629777928,1-2,2.7637523493868037,Leading,Below Median,Leading,Above Median
JP3546300009,Software and Tech Services,1.372405599603,0.0,0.40165723512999996,4.17302809688,1-2,2.7637523493868037,Below Median,Below Median,Below Median,Below Median
JP3152750000,Software and Tech Services,2.673366550327,3.14275373482,0.92807333889,3.7928101824400002,2-3,2.7637523493868037,Above Median,Above Median,Leading,Below Median
US92347M1009,Software and Tech Services,1.6552719489149996,0.0,0.37796029757,5.139612865479999,1-2,2.7637523493868037,Leading,Below Median,Below Median,Leading
JP3436300002,Software and Tech Services,1.754451202659,0.0,0.57059981781,5.27757085772,1-2,2.7637523493868037,Leading,Below Median,Leading,Leading
JP3351050004,Software and Tech Services,1.9175214346679998,0.0,0.97654835352,5.41518976204,1-2,2.7637523493868037,Leading,Below Median,Leading,Leading
AU0000119307,Software and Tech Services,3.3168419469599995,1.7399999999999998,2.34165616152,6.39448366168,3-4,2.7637523493868037,Above Median,Above Median,Above Median,Above Median
JP3601600004,Software and Tech Services,3.6297360176870006,4.22215451216,1.40039915749,5.06918155192,3-4,2.7637523493868037,Above Median,Above Median,Leading,Leading
JP3108060009,Software and Tech Services,3.1092033739070004,3.81889706588,0.45326608373,4.81888240812,3-4,2.7637523493868037,Above Median,Above Median,Below Median,Leading
ES0105102000,Software and Tech Services,1.1224522748639998,0.0,0.145873952,3.59563363088,1-2,2.7637523493868037,Below Median,Below Median,Below Median,Below Median
AU000000MP15,Software and Tech Services,2.0711069461709997,0.0,0.36580489844999997,6.53788492212,2-3,2.7637523493868037,Leading,Below Median,Below Median,Above Median
JP3272600002,Software and Tech Services,1.5320810414669999,0.0,0.35238217073,4.75455463416,1-2,2.7637523493868037,Leading,Below Median,Below Median,Leading
JP3351070002,Software and Tech Services,3.643474402663,4.34259025582,0.75196252769,5.60283180676,3-4,2.7637523493868037,Above Median,Above Median,Leading,Above Median
JP3436400000,Software and Tech Services,1.491087919851,0.0,0.67827030381,4.29202276236,1-2,2.7637523493868037,Below Median,Below Median,Leading,Below Median
KR7112040001,Software and Tech Services,2.12156688786,1.9551692439,0.67981783852,3.7851794624799995,2-3,2.7637523493868037,Leading,Above Median,Leading,Below Median
CNE100000QL8,Software and Tech Services,1.4531057281800002,0.0,0.0,4.843685760600001,1-2,2.7637523493868037,Below Median,Below Median,Below Median,Leading
JP3765250000,Software and Tech Services,2.9147148811549997,2.9334237765799998,0.47245854457,5.33202602384,2-3,2.7637523493868037,Above Median,Above Median,Below Median,Leading
JP3311540003,Software and Tech Services,2.524974403003,1.88094940186,0.50267130093,5.4059775066,2-3,2.7637523493868037,Above Median,Above Median,Leading,Leading
JP3549020000,Software and Tech Services,1.6342625761829996,0.0,0.32450387681000004,5.123038043799999,1-2,2.7637523493868037,Leading,Below Median,Below Median,Leading
FR0000072597,Software and Tech Services,1.388964111975,0.0,0.52266550281,4.10721487044,1-2,2.7637523493868037,Below Median,Below Median,Leading,Below Median
CNE100002PW3,Software and Tech Services,1.626216087324,0.0,0.09478775024000001,5.325932540839999,1-2,2.7637523493868037,Leading,Below Median,Below Median,Leading
JP3431200009,Software and Tech Services,1.596972643995,0.0,0.38133309101,4.94190905564,1-2,2.7637523493868037,Leading,Below Median,Below Median,Leading
JP3910700008,Software and Tech Services,1.703125198491,0.0,1.31267130093,4.36441269404,1-2,2.7637523493868037,Leading,Below Median,Leading,Below Median
JP3386040004,Software and Tech Services,1.356595837179,0.0,0.50267130093,4.019314823,1-2,2.7637523493868037,Below Median,Below Median,Leading,Below Median
IT0005412504,Software and Tech Services,1.779625866627,0.0,3.59313472981,2.33895149228,1-2,2.7637523493868037,Leading,Below Median,Above Median,Below Median
JP3801470000,Software and Tech Services,1.8614769708030001,0.0,0.57725623801,5.6276669980000005,1-2,2.7637523493868037,Leading,Below Median,Leading,Above Median
FR0004050250,Software and Tech Services,3.284991608675,3.3793268201599997,1.7716708727700001,4.6725320626,3-4,2.7637523493868037,Above Median,Above Median,Above Median,Leading
FR0010291245,Software and Tech Services,2.1168079419,0.0,0.74269069196,6.31333578104,2-3,2.7637523493868037,Leading,Below Median,Leading,Above Median
US75704L1044,Software and Tech Services,2.1510061331309998,0.0,0.63414945309,6.535870990679999,2-3,2.7637523493868037,Leading,Below Median,Leading,Above Median
JP3422190003,Software and Tech Services,1.6909347255270002,0.0,0.36070919592999995,5.2757398891600005,1-2,2.7637523493868037,Leading,Below Median,Below Median,Leading
SE0007604061,Software and Tech Services,1.350268003488,0.0,0.0,4.50089334496,1-2,2.7637523493868037,Below Median,Below Median,Below Median,Leading
MX01ID000009,Software and Tech Services,3.184096956134,3.41817294134,2.3068742775799995,3.74921832108,3-4,2.7637523493868037,Above Median,Above Median,Above Median,Below Median
CNE100000MJ1,Software and Tech Services,1.6894759225799998,0.0,0.7495035648,4.882082843799999,1-2,2.7637523493868037,Leading,Below Median,Leading,Leading
JP3152790006,Software and Tech Services,2.7084420537679996,2.4149759291599997,0.9901890467200001,4.817983226959999,2-3,2.7637523493868037,Above Median,Above Median,Leading,Leading
AU000000IRI3,Software and Tech Services,2.176523951667,0.0,0.49644498537000004,6.758634853519999,2-3,2.7637523493868037,Leading,Below Median,Below Median,Above Median
US2480191012,Software and Tech Services,2.6847395653560002,0.0,1.8058194303600001,7.14331245416,2-3,2.7637523493868037,Above Median,Below Median,Above Median,Above Median
JP3651400008,Software and Tech Services,1.453384557732,0.0,1.1099999999999999,3.7346151924399997,1-2,2.7637523493868037,Below Median,Below Median,Leading,Below Median
JP3120110006,Software and Tech Services,2.908866698803,2.61809424394,0.84943258469,5.3559974193999995,2-3,2.7637523493868037,Above Median,Above Median,Leading,Leading
JP3346970001,Software and Tech Services,1.58770571706,0.0,0.5549999999999999,4.7373523902,1-2,2.7637523493868037,Leading,Below Median,Leading,Leading
SE0005851706,Software and Tech Services,2.3928921796349996,0.0,1.02192677225,6.9543804931999995,2-3,2.7637523493868037,Leading,Below Median,Leading,Above Median
CNE000000DM5,Software and Tech Services,2.399674001648,1.9746084833,0.42722740175999996,4.938874626,2-3,2.7637523493868037,Leading,Above Median,Below Median,Leading
SE0012313302,Software and Tech Services,1.3570151138520001,0.0,0.0,4.52338371284,1-2,2.7637523493868037,Below Median,Below Median,Below Median,Leading
JP3852000003,Software and Tech Services,1.729720807275,0.0,0.27101714821,5.49471887604,1-2,2.7637523493868037,Leading,Below Median,Below Median,Leading
JP3350930008,Software and Tech Services,1.5074764479149998,0.0,0.20709589921,4.817825593839999,1-2,2.7637523493868037,Leading,Below Median,Below Median,Leading
JP3201900002,Software and Tech Services,2.899315174103,2.37159579254,0.75263414089,5.749622049400001,2-3,2.7637523493868037,Above Median,Above Median,Leading,Above Median
GB00BN4M3M55,Software and Tech Services,2.931594812111,3.7559067725599995,0.54424624661,4.21986076368,2-3,2.7637523493868037,Above Median,Above Median,Leading,Below Median
ES0105093001,Software and Tech Services,2.412802714631,2.9638672355,1.1384903308499998,2.9523624039199996,2-3,2.7637523493868037,Leading,Above Median,Leading,Below Median
JP3271100004,Software and Tech Services,1.985228801775,0.0,1.0577791089300002,5.55965023032,1-2,2.7637523493868037,Leading,Below Median,Leading,Above Median
JP3772000000,Software and Tech Services,1.6443417956759998,0.0,0.7010860848,4.7800532341199995,1-2,2.7637523493868037,Leading,Below Median,Leading,Leading
ES0105509006,Software and Tech Services,0.9867423720359998,0.0,0.62938416956,2.6597570705599995,0-1,2.7637523493868037,Below Median,Below Median,Leading,Below Median
JP3977060007,Software and Tech Services,1.541573369067,0.0,0.28317254732999997,4.85540534956,1-2,2.7637523493868037,Leading,Below Median,Below Median,Leading
SE0000141137,Software and Tech Services,1.308628580199,0.0,0.99404338565,3.36805188168,1-2,2.7637523493868037,Below Median,Below Median,Leading,Below Median
CNE100001120,Software and Tech Services,3.502785409899,3.3291302868,1.64365167345,5.59345931048,3-4,2.7637523493868037,Above Median,Above Median,Above Median,Above Median
JP3159930001,Software and Tech Services,1.659222177567,0.0,0.57725623801,4.95348435388,1-2,2.7637523493868037,Leading,Below Median,Leading,Leading
JP3351000009,Software and Tech Services,1.4024645740109998,0.0,0.15253246041,4.5223494529599995,1-2,2.7637523493868037,Below Median,Below Median,Below Median,Leading
JP3168300006,Software and Tech Services,1.5688360911149999,0.0,0.22252781601,5.006925821039999,1-2,2.7637523493868037,Leading,Below Median,Below Median,Leading
MT0000400102,Software and Tech Services,1.5592374730759997,6.730609999999999e-06,1.3083167266,3.8891325428399997,1-2,2.7637523493868037,Leading,Below Median,Leading,Below Median
SE0009697220,Software and Tech Services,3.6961265061309994,2.80301205664,1.34393142437,7.239140853879999,3-4,2.7637523493868037,Above Median,Above Median,Leading,Above Median
JP3630000002,Software and Tech Services,1.6681232177669998,0.0,0.28317254732999997,5.277238178559999,1-2,2.7637523493868037,Leading,Below Median,Below Median,Leading
JP3400090001,Software and Tech Services,1.910456038515,0.0,0.28317254732999997,6.08501424772,1-2,2.7637523493868037,Leading,Below Median,Below Median,Above Median
JP3758230001,Software and Tech Services,2.938352240783,2.8346801946799998,0.7002345412900001,5.31469933508,2-3,2.7637523493868037,Above Median,Above Median,Leading,Leading
IT0001498481,Software and Tech Services,1.239188555064,0.0,0.30000000000000004,3.83062851688,1-2,2.7637523493868037,Below Median,Below Median,Below Median,Below Median
NO0012861667,Software and Tech Services,2.6512853089109996,2.93953587516,0.9808759565699999,3.93736057292,2-3,2.7637523493868037,Above Median,Above Median,Leading,Below Median
CNE100000VR5,Software and Tech Services,1.47726832002,0.0,0.0,4.9242277334,1-2,2.7637523493868037,Below Median,Below Median,Below Median,Leading
US3061372096,Software and Tech Services,2.170982682291,0.0,0.49644498537000004,6.7401639556,2-3,2.7637523493868037,Leading,Below Median,Below Median,Above Median
CNE1000010B7,Software and Tech Services,1.63673398014,0.0,0.0,5.455779933800001,1-2,2.7637523493868037,Leading,Below Median,Below Median,Leading
DE000A2E4SV8,Software and Tech Services,0.9862304297790001,0.0,0.24732021064999998,3.04011455528,0-1,2.7637523493868037,Below Median,Below Median,Below Median,Below Median
DK0061549052,Software and Tech Services,0.8197866854999999,0.0,0.0,2.7326222849999997,0-1,2.7637523493868037,Below Median,Below Median,Below Median,Below Median
JP3130230000,Software and Tech Services,2.2609064369469998,1.3436088275199998,0.40165723512999996,5.343219118,2-3,2.7637523493868037,Leading,Leading,Below Median,Leading
KYG5264Y1089,Software and Tech Services,2.4349848901,2.1247508050599997,1.23951006896,4.04410515796,2-3,2.7637523493868037,Leading,Above Median,Leading,Below Median
JP3346170008,Software and Tech Services,3.014645997659,2.85527575514,0.8536482066900001,5.38813744532,3-4,2.7637523493868037,Above Median,Above Median,Leading,Leading
JP3268870007,Software and Tech Services,1.4931205558680003,0.0,0.48176568032,4.495302839240001,1-2,2.7637523493868037,Below Median,Below Median,Below Median,Below Median
KR7000390005,Software and Tech Services,2.983546087132,3.8906621547999998,0.0,4.75760408404,2-3,2.7637523493868037,Above Median,Above Median,Below Median,Leading
JP3101100000,Software and Tech Services,1.865870990784,0.0,0.5157139302,5.703856039080001,1-2,2.7637523493868037,Leading,Below Median,Leading,Above Median
GB0033600353,Software and Tech Services,2.368118642847,0.0,2.53501394281,5.35871486668,2-3,2.7637523493868037,Leading,Below Median,Above Median,Leading
GRS802003004,Software and Tech Services,1.156378023108,0.0,0.46946159356000006,3.3851318168,1-2,2.7637523493868037,Below Median,Below Median,Below Median,Below Median
DK0010270347,Software and Tech Services,3.3886081526069995,2.71653830514,1.50511748733,6.16819194784,3-4,2.7637523493868037,Above Median,Above Median,Above Median,Above Median
GB00BYYX6C66,Software and Tech Services,1.6904943865799995,0.0,0.21327243804,5.421708850559999,1-2,2.7637523493868037,Leading,Below Median,Below Median,Leading
DK0061113511,Software and Tech Services,1.6693079262509996,0.0,1.29099878041,4.273360973759999,1-2,2.7637523493868037,Leading,Below Median,Leading,Below Median
NZVGLE0003S1,Software and Tech Services,3.3926119614630004,2.9004054449399996,0.65256451345,6.7889347648400005,3-4,2.7637523493868037,Above Median,Above Median,Leading,Above Median
JP3802950000,Software and Tech Services,1.844042895483,0.0,0.62199405397,5.52481559764,1-2,2.7637523493868037,Leading,Below Median,Leading,Above Median
JP3564600009,Software and Tech Services,1.532496946332,0.0,0.5549999999999999,4.55332315444,1-2,2.7637523493868037,Leading,Below Median,Leading,Leading
JP3765220003,Software and Tech Services,2.110899829452,0.0,1.3294987535999998,5.70683401124,2-3,2.7637523493868037,Leading,Below Median,Leading,Above Median
JP3765120005,Software and Tech Services,1.7506677689399999,0.0,0.7744987536,5.0610604762,1-2,2.7637523493868037,Leading,Below Median,Leading,Leading
JP3713400004,Software and Tech Services,2.096983033332,0.0,1.3902896476,5.59965379684,2-3,2.7637523493868037,Leading,Below Median,Leading,Above Median
US92823T2078,Software and Tech Services,1.530356926095,0.0,0.75263414089,4.34855561276,1-2,2.7637523493868037,Leading,Below Median,Leading,Below Median
JP3654100001,Software and Tech Services,2.816170932227,2.95556644412,0.49845567893,4.948025502999999,2-3,2.7637523493868037,Above Median,Above Median,Below Median,Leading
IT0005440893,Software and Tech Services,3.200274635543,2.50815639524,1.5551169843300001,5.76825660716,3-4,2.7637523493868037,Above Median,Above Median,Above Median,Above Median
US26253C2017,Software and Tech Services,1.7760081702990003,0.0,0.36580489844999997,5.5542223358800005,1-2,2.7637523493868037,Leading,Below Median,Below Median,Above Median
FR0014005DA7,Software and Tech Services,4.490155701679,4.7179106902,1.1212658853700002,7.55537219996,4-5,2.7637523493868037,Above Median,Above Median,Leading,Above Median
NO0012916131,Software and Tech Services,4.884966655783,4.93267549534,3.4353481673700004,6.27097335812,4-5,2.7637523493868037,Above Median,Above Median,Above Median,Above Median
US00676P1075,Software and Tech Services,3.0099720717149996,1.26,0.75263414089,7.600606098159999,3-4,2.7637523493868037,Above Median,Leading,Leading,Above Median
IT0005433740,Software and Tech Services,2.8945228882750005,4.61919867526,1.0237121074900002,2.4657659530800005,2-3,2.7637523493868037,Above Median,Above Median,Leading,Below Median
CNE0000001Y0,Software and Tech Services,1.71731112672,0.0,0.0,5.724370422400001,1-2,2.7637523493868037,Leading,Below Median,Below Median,Above Median
SGXZ19450089,Software and Tech Services,1.8357409851029998,0.0,0.15253246041,5.9666041566,1-2,2.7637523493868037,Leading,Below Median,Below Median,Above Median
