Industry,type,ISIN,Board Composition,Executive Compensation,Shareholder Rights,Audit,GOVERNANCE SCORE,Mean Governance,Board Composition Classification,Executive Compensation Classification,Shareholder Rights Classification,Audit Classification
Semiconductors,Governance,JP3494600004,5.636549473,0.913322151,7.565834522,6.803095341,5.15265066636,5.520734919676617,Above Median,Below Median,Above Median,Leading
Semiconductors,Governance,TW0002351004,3.558292389,5.650188446,7.377765179,9.203302383,5.8802225113199995,5.520734919676617,Below Median,Above Median,Leading,Above Median
Semiconductors,Governance,JP3418400002,3.21841383,0.0,8.332413673,8.513485909,4.52056600576,5.520734919676617,Below Median,Below Median,Above Median,Above Median
Semiconductors,Governance,US8168501018,6.183218479,6.914035797,7.136451721,8.346577644,6.9335280798,5.520734919676617,Above Median,Above Median,Leading,Above Median
Semiconductors,Governance,CH0406705126,7.751081467,5.501150608,7.180038452,9.207480431,7.30707157148,5.520734919676617,Above Median,Above Median,Leading,Above Median
Semiconductors,Governance,KR7046890000,4.68432188,1.55066359,6.819554329,7.820845127,4.946543397679999,5.520734919676617,Leading,Below Median,Leading,Above Median
Semiconductors,Governance,US8173232070,5.59709549,1.483041644,7.070119381,5.934064865,5.0171634007999995,5.520734919676617,Above Median,Below Median,Leading,Below Median
Semiconductors,Governance,CNE100002NT4,5.778944016,3.275568724,7.086885929,6.574111462,5.6192667964,5.520734919676617,Above Median,Below Median,Leading,Leading
Semiconductors,Governance,CNE000000XB6,6.063327789,1.842874169,7.086885929,7.706961632,5.55905428868,5.520734919676617,Above Median,Below Median,Leading,Above Median
Semiconductors,Governance,CNE100000510,3.817524433,3.990748167,6.538619518,6.88657093,5.00320838908,5.520734919676617,Below Median,Leading,Leading,Leading
Semiconductors,Governance,CNE100002G84,5.246370316,2.00358963,7.086885929,5.949932098,5.0223965836,5.520734919676617,Leading,Below Median,Leading,Below Median
Semiconductors,Governance,CNE100000Q50,4.19465065,3.30453825,7.086885929,6.326351166,5.01623222352,5.520734919676617,Below Median,Below Median,Leading,Below Median
Semiconductors,Governance,JP3355000005,4.747726917,1.058785677,8.667038918,8.058129311,5.332680282679999,5.520734919676617,Leading,Below Median,Above Median,Above Median
Semiconductors,Governance,JP3371600002,4.239904881,1.248124599,6.208276272,6.790813923,4.40243219388,5.520734919676617,Below Median,Below Median,Below Median,Leading
Semiconductors,Governance,JP3375800004,5.019789219,1.389721274,6.326601982,7.9455266,4.930325956279999,5.520734919676617,Leading,Below Median,Below Median,Above Median
Semiconductors,Governance,KYG811801045,3.288032293,4.623547554,3.021925211,6.031466484,3.98363972652,5.520734919676617,Below Median,Above Median,Below Median,Below Median
Semiconductors,Governance,TW0006257009,1.777517796,3.413921118,7.377765179,5.020876408,4.03325134312,5.520734919676617,Below Median,Below Median,Leading,Below Median
Semiconductors,Governance,TW0002363009,4.403346062,5.029711246,7.377765179,8.877361298,5.983376732,5.520734919676617,Below Median,Above Median,Leading,Above Median
Semiconductors,Governance,US8269191024,6.807528496,6.600561619,4.574670792,7.567817688,6.34361686728,5.520734919676617,Above Median,Above Median,Below Median,Above Median
Semiconductors,Governance,US82706C1080,2.353240728,0.511527717,1.599972844,5.107580185,2.17113962632,5.520734919676617,Below Median,Below Median,Below Median,Below Median
Semiconductors,Governance,TW0003530002,4.828930855,3.518948317,7.377765179,6.066902161,5.324330692599999,5.520734919676617,Leading,Leading,Leading,Below Median
Semiconductors,Governance,TW0003288007,3.256470442,3.922559261,7.377765179,4.098619461,4.54018633848,5.520734919676617,Below Median,Leading,Leading,Below Median
Semiconductors,Governance,DE000WAF3001,5.927364349,6.499598503,3.234488487,7.890214443,5.73246635412,5.520734919676617,Above Median,Above Median,Below Median,Above Median
Semiconductors,Governance,TW0005483002,2.393656731,4.437848091,7.377765179,8.002734184,4.977901077399999,5.520734919676617,Below Median,Leading,Leading,Above Median
Semiconductors,Governance,US82982T1060,6.50841713,6.419460773,2.216368675,8.046636581,5.70309108728,5.520734919676617,Above Median,Above Median,Below Median,Above Median
Semiconductors,Governance,TW0008016007,2.61682272,4.370472908,7.377765179,6.104043484,4.7382802775199995,5.520734919676617,Below Median,Leading,Leading,Below Median
Semiconductors,Governance,KR7000660001,6.614479542,5.553338051,6.031414032,9.087201118,6.61550531392,5.520734919676617,Above Median,Above Median,Below Median,Above Median
Semiconductors,Governance,JP3162640001,4.131831646,0.0,7.872950554,8.302124977,4.70530752184,5.520734919676617,Below Median,Below Median,Above Median,Above Median
Semiconductors,Governance,US83089J1088,7.433025837,5.66830492,4.633449554,7.999173164,6.42817808132,5.520734919676617,Above Median,Above Median,Below Median,Above Median
Semiconductors,Governance,US83088M1027,7.291395187,8.095428467,7.799136639,8.428920746,7.78822521212,5.520734919676617,Above Median,Above Median,Above Median,Above Median
Semiconductors,Governance,KYG8232Y1017,5.665257931,7.347778797,6.26233387,7.892330647,6.56869279876,5.520734919676617,Above Median,Above Median,Below Median,Above Median
Semiconductors,Governance,KYG8020E1199,4.191408634,4.44950676,6.325791359,6.308021069,5.104262027840001,5.520734919676617,Below Median,Leading,Below Median,Below Median
Semiconductors,Governance,DE0005178008,3.976500273,3.21029067,5.853610516,4.666730404,4.35355324756,5.520734919676617,Below Median,Below Median,Below Median,Below Median
Semiconductors,Governance,FR0013227113,7.096957207,7.360575199,5.279968739,8.441158295,6.93922046684,5.520734919676617,Above Median,Above Median,Below Median,Above Median
Semiconductors,Governance,TW0005471007,3.468636751,4.185887337,7.377765179,7.036655426,5.149850702359999,5.520734919676617,Below Median,Leading,Leading,Leading
Semiconductors,Governance,TW0003055000,4.804390907,4.07055521,7.377765179,8.218910217,5.7922032546,5.520734919676617,Leading,Leading,Leading,Above Median
Semiconductors,Governance,CNE100003RN6,6.48141098,2.409227371,7.086885929,6.670624256,5.67967502576,5.520734919676617,Above Median,Below Median,Leading,Leading
Semiconductors,Governance,NL0000226223,8.731535912,8.606377602,6.951442719,9.939390182,8.46753223448,5.520734919676617,Above Median,Above Median,Leading,Above Median
Semiconductors,Governance,DE000A1K0235,5.07520771,5.630255699,4.975777626,6.665110588,5.43894046768,5.520734919676617,Leading,Above Median,Below Median,Leading
Semiconductors,Governance,JP3322930003,4.126113892,1.491514564,8.358309746,6.098931789,4.8251879217599996,5.520734919676617,Below Median,Below Median,Above Median,Below Median
Semiconductors,Governance,TW0002401007,1.400210381,4.200233936,7.377765179,4.975912571,4.07894153612,5.520734919676617,Below Median,Leading,Leading,Below Median
Semiconductors,Governance,CNE000001P60,6.802948952,1.890407801,7.086885929,6.803907871,5.69223737728,5.520734919676617,Above Median,Below Median,Leading,Leading
Semiconductors,Governance,US87157D1090,7.564992905,6.2029562,4.755739212,7.599382401,6.569385528839999,5.520734919676617,Above Median,Above Median,Below Median,Above Median
Semiconductors,Governance,TW0001582005,3.635502815,4.313032627,7.377765179,8.983933449,5.552001838680001,5.520734919676617,Below Median,Leading,Leading,Above Median
Semiconductors,Governance,TW0002338001,6.362034321,3.395721436,7.377765179,5.816345215,5.80658437756,5.520734919676617,Above Median,Below Median,Leading,Below Median
Semiconductors,Governance,TW0006278005,3.404492378,3.256721258,7.377765179,5.260240555,4.61953248976,5.520734919676617,Below Median,Below Median,Leading,Below Median
Semiconductors,Governance,TW0002340007,4.385212898,4.099582672,7.377765179,8.795419693,5.7405072784,5.520734919676617,Below Median,Leading,Leading,Above Median
Semiconductors,Governance,JP3468000009,4.466310978,1.389721274,7.064694881,9.451547623,5.14917944896,5.520734919676617,Below Median,Below Median,Leading,Above Median
Semiconductors,Governance,TW0004967005,5.43938446,3.690763712,7.377765179,6.131461143,5.59565912232,5.520734919676617,Leading,Leading,Leading,Below Median
Semiconductors,Governance,IT0005482333,5.259052753,0.0,4.180418968,6.197906017,3.8882245061199994,5.520734919676617,Leading,Below Median,Below Median,Below Median
Semiconductors,Governance,US8807701029,7.076762199,7.487939358,6.96054697,8.054038048,7.30391719804,5.520734919676617,Above Median,Above Median,Leading,Above Median
Semiconductors,Governance,TW0003030003,2.852797747,4.015063286,7.377765179,4.711979866,4.51520279908,5.520734919676617,Below Median,Leading,Leading,Below Median
Semiconductors,Governance,US8825081040,5.848330498,8.308431625,6.941679955,7.876118183,7.02560466776,5.520734919676617,Above Median,Above Median,Leading,Above Median
Semiconductors,Governance,CNE100000825,4.013979912,1.892756581,7.086885929,8.44989109,4.95212954512,5.520734919676617,Below Median,Below Median,Leading,Above Median
Semiconductors,Governance,KR7064760002,4.110768318,2.73472333,8.078954697,2.956762552,4.548241329279999,5.520734919676617,Below Median,Below Median,Above Median,Below Median
Semiconductors,Governance,JP3571400005,5.743582249,7.928238869,8.320411682,6.738593578,7.04554071436,5.520734919676617,Above Median,Above Median,Above Median,Leading
Semiconductors,Governance,JP3571800006,4.989202976,6.063272476,8.458025932,3.785429239,5.88689336752,5.520734919676617,Leading,Above Median,Above Median,Below Median
Semiconductors,Governance,JP3580200008,4.772032261,5.69043541,8.577957153,6.605948448,6.19929758076,5.520734919676617,Leading,Above Median,Above Median,Leading
Semiconductors,Governance,TW0006271000,4.555770397,4.34539175,7.377765179,4.947210789,5.24518873212,5.520734919676617,Leading,Leading,Leading,Below Median
Semiconductors,Governance,CNE1000006C3,4.212011337,1.811547399,7.086885929,7.199680805,4.80389700884,5.520734919676617,Below Median,Below Median,Leading,Leading
Semiconductors,Governance,TW0008021007,4.061518669,5.208379269,7.377765179,4.711979866,5.2367381669199995,5.520734919676617,Below Median,Above Median,Leading,Below Median
Semiconductors,Governance,JP3637280003,3.768714666,1.306876898,7.584302425,9.745752335,5.04994069088,5.520734919676617,Below Median,Below Median,Above Median,Above Median
Semiconductors,Governance,JP3555700008,4.365000248,1.389721274,7.228696346,8.214061737,4.954070196,5.520734919676617,Below Median,Below Median,Leading,Above Median
Semiconductors,Governance,IL0010823792,6.102335453,5.719724655,5.887056828,5.684072971,5.891919994359999,5.520734919676617,Above Median,Above Median,Below Median,Below Median
Semiconductors,Governance,TW0002451002,1.986445546,4.631322861,7.377765179,7.376308918,4.77751095304,5.520734919676617,Below Median,Above Median,Leading,Leading
Semiconductors,Governance,TW0002330008,5.198253632,3.551636457,7.377765179,6.726985931,5.57074544912,5.520734919676617,Leading,Leading,Leading,Leading
Semiconductors,Governance,TW0002426004,3.936283588,4.743591785,7.377765179,9.281467438,5.81122255312,5.520734919676617,Below Median,Above Median,Leading,Above Median
Semiconductors,Governance,CH0033361673,7.800460815,7.944377899,8.152901649,6.708756447,7.744914016439999,5.520734919676617,Above Median,Above Median,Above Median,Leading
Semiconductors,Governance,US90385V1070,7.431107998,7.958157063,7.437485695,8.13490963,7.671738682,5.520734919676617,Above Median,Above Median,Leading,Above Median
Semiconductors,Governance,JP3126190002,5.531461716,4.845276833,8.36037159,5.753617287,6.0812606052,5.520734919676617,Above Median,Above Median,Above Median,Below Median
Semiconductors,Governance,TW0002303005,4.562403679,5.063096046,7.377765179,7.100773335,5.7643957520399995,5.520734919676617,Leading,Above Median,Leading,Leading
Semiconductors,Governance,TW0008277005,2.949565887,5.201887608,7.377765179,5.25261116,4.921378173799999,5.520734919676617,Below Median,Above Median,Leading,Below Median
Semiconductors,Governance,CNE000001M14,5.769363403,1.863389134,7.086885929,6.330690861,5.23794737796,5.520734919676617,Above Median,Below Median,Leading,Below Median
Semiconductors,Governance,KR7077500007,5.319739819,1.584114909,6.031414032,9.00584507,5.1837684918799996,5.520734919676617,Leading,Below Median,Below Median,Above Median
Semiconductors,Governance,MYL5005OO003,6.146883965,2.554622173,5.226978779,5.810821056,5.010193824839999,5.520734919676617,Above Median,Below Median,Below Median,Below Median
Semiconductors,Governance,US91347P1057,6.845209599,8.236561775,5.457397938,7.058632374,6.8802069666,5.520734919676617,Above Median,Above Median,Below Median,Leading
Semiconductors,Governance,JP3829900004,3.983590126,4.265861988,7.00714922,8.245598793,5.458910942159999,5.520734919676617,Below Median,Leading,Leading,Above Median
Semiconductors,Governance,TW0005347009,3.347296715,5.863140583,7.377765179,5.432651997,5.2520685198,5.520734919676617,Below Median,Above Median,Leading,Below Median
Semiconductors,Governance,US9224171002,7.565407753,9.111704826,4.878010273,8.144603729,7.384215011479999,5.520734919676617,Above Median,Above Median,Below Median,Above Median
Semiconductors,Governance,CNE100004413,4.871520519,0.918787718,7.086885929,7.603302956,4.89163753508,5.520734919676617,Leading,Below Median,Leading,Above Median
Semiconductors,Governance,TW0002388006,2.385189056,2.748977184,7.377765179,4.992245674,4.0878455351200005,5.520734919676617,Below Median,Below Median,Leading,Below Median
Semiconductors,Governance,TW0006789001,5.016191483,4.171729088,6.230885983,4.005019188,4.943259620999999,5.520734919676617,Leading,Leading,Below Median,Below Median
Semiconductors,Governance,US9282981086,4.10665226,6.879751205,2.941821098,7.189538002,4.98589824664,5.520734919676617,Below Median,Above Median,Below Median,Leading
Semiconductors,Governance,US92835K1034,4.808851242,8.013392448,3.346483946,8.048399925,5.74530076968,5.520734919676617,Leading,Above Median,Below Median,Above Median
Semiconductors,Governance,TW0002455003,5.052521706,3.310414553,7.377765179,7.295918465,5.55141790424,5.520734919676617,Leading,Below Median,Leading,Leading
Semiconductors,Governance,TW0006182009,3.135364532,4.593211174,7.377765179,8.896816254,5.42525615688,5.520734919676617,Below Median,Above Median,Leading,Above Median
Semiconductors,Governance,TW0008110008,2.364555359,5.279471397,7.377765179,5.832226276,4.822132911640001,5.520734919676617,Below Median,Above Median,Leading,Below Median
Semiconductors,Governance,TW0002436003,2.074794769,5.490108013,7.377765179,4.491569042,4.55386672964,5.520734919676617,Below Median,Above Median,Leading,Below Median
Semiconductors,Governance,CNE100002XM8,4.502428532,3.280062675,7.086885929,8.026248932,5.3931417656,5.520734919676617,Leading,Below Median,Leading,Above Median
Semiconductors,Governance,TW0003105003,1.884564996,2.328377962,7.377765179,5.514423847,3.89022556792,5.520734919676617,Below Median,Below Median,Leading,Below Median
Semiconductors,Governance,TW0002344009,1.776982069,5.640529633,7.377765179,4.711490631,4.517942800679999,5.520734919676617,Below Median,Above Median,Leading,Below Median
Semiconductors,Governance,JP3154370005,4.511940002,1.479499936,8.180258751,8.540257454,5.30908167824,5.520734919676617,Leading,Below Median,Above Median,Above Median
Semiconductors,Governance,US9778521024,8.058296204,7.592736244,6.124360085,9.526661873,7.717355652079998,5.520734919676617,Above Median,Above Median,Below Median,Above Median
Semiconductors,Governance,KR7030530000,0.0,0.0,0.0,0.0,0.0,5.520734919676617,Below Median,Below Median,Below Median,Below Median
Semiconductors,Governance,KR7240810002,2.930634737,2.053795576,6.031414032,10.0,4.59547881124,5.520734919676617,Below Median,Below Median,Below Median,Above Median
Semiconductors,Governance,BE0974310428,6.567393303,5.443152428,3.594886303,5.740170479,5.45181816116,5.520734919676617,Above Median,Above Median,Below Median,Below Median
Semiconductors,Governance,JP3990600003,3.71964407,0.66059953,7.55000782,8.540054321,4.67602632056,5.520734919676617,Below Median,Below Median,Above Median,Above Median
Semiconductors,Governance,CNE100001R90,5.091899395,1.839074254,7.086885929,6.53214407,5.02045727732,5.520734919676617,Leading,Below Median,Leading,Leading
Semiconductors,Governance,CNE100001DJ8,5.956768513,1.835730553,7.086885929,5.965545177,5.24035184868,5.520734919676617,Above Median,Below Median,Leading,Below Median
Semiconductors,Governance,US29355A1079,6.368159294,7.543226719,2.754028559,9.261717796,6.2457534599199995,5.520734919676617,Above Median,Above Median,Below Median,Above Median
Semiconductors,Governance,US3364331070,5.701046944,8.351377487,5.700782776,7.742596626,6.663710823119999,5.520734919676617,Above Median,Above Median,Below Median,Above Median
Automobiles,Governance,US88160R1014,8.262096405,6.502458572,2.906592369,8.210347176,6.5461824798,4.425073304042352,Above Median,Above Median,Below Median,Above Median
Automobiles,Governance,CNE100000296,2.728885889,3.813215017,6.538619518,8.320951462,4.79819144236,4.425073304042352,Below Median,Leading,Above Median,Above Median
Automobiles,Governance,US50202M1027,4.263456345,1.388385534,1.321326494,9.981657028,3.7822402954000003,4.425073304042352,Below Median,Below Median,Below Median,Above Median
Automobiles,Governance,US62914V1061,3.847492695,1.182482839,0.341539115,6.049973965,2.71885847356,4.425073304042352,Below Median,Below Median,Below Median,Below Median
Automobiles,Governance,US3453708600,5.742781162,7.271743774,4.370272636,8.69475174,6.252645435120001,4.425073304042352,Above Median,Above Median,Leading,Above Median
Automobiles,Governance,US98422D1054,4.995496273,2.85467124,4.194726944,9.020819664,4.93356536868,4.425073304042352,Leading,Below Median,Leading,Above Median
Automobiles,Governance,US7311052010,5.810065269,5.740226269,4.746037006,7.432669163,5.7975537489199995,4.425073304042352,Above Median,Above Median,Above Median,Leading
Automobiles,Governance,CNE100005K77,4.839369297,5.058335304,6.538619518,8.576703072,5.89771459572,4.425073304042352,Leading,Above Median,Above Median,Above Median
Automobiles,Governance,CNE100001TJ4,5.497396946,2.53912878,5.765145779,6.659701347,5.037641010240001,4.425073304042352,Leading,Below Median,Above Median,Leading
Automobiles,Governance,US5494981039,6.729149342,7.081707954,7.038114548,9.020246506,7.25449060456,4.425073304042352,Above Median,Above Median,Above Median,Above Median
Automobiles,Governance,TH3545010003,3.333906174,1.389721274,5.441784859,7.352422714,4.0161553288,4.425073304042352,Below Median,Below Median,Above Median,Leading
Automobiles,Governance,INE260D01016,5.934809685,4.009415627,4.338648319,7.224478245,5.2959833528399995,4.425073304042352,Above Median,Leading,Leading,Leading
Automobiles,Governance,US0395872098,6.407085896,5.233431339,8.052547455,9.220806122,6.97051481264,4.425073304042352,Above Median,Above Median,Above Median,Above Median
Automobiles,Governance,US54405Q2093,6.624015808,7.700900078,2.452065229,6.894699097,5.92450922008,4.425073304042352,Above Median,Above Median,Below Median,Leading
Automobiles,Governance,US3073597037,0.0,0.0,0.0,0.0,0.0,4.425073304042352,Below Median,Below Median,Below Median,Below Median
Automobiles,Governance,CA35954F1080,0.0,0.0,0.0,0.0,0.0,4.425073304042352,Below Median,Below Median,Below Median,Below Median
Automobiles,Governance,SGXZ55111462,0.0,0.0,0.0,0.0,0.0,4.425073304042352,Below Median,Below Median,Below Median,Below Median
